date,Open,High,Low,Close,Volume,next_day_close,target,ticker,daily_return,3_day_return,7_day_return,5_day_moving_average,10_day_moving_average,volume_change_percent,volatility,average_sentiment,weighted_sentiment,positive_ratio,negative_ratio,sentiment_momentum,post_count,avg_score,avg_num_comments
2020-01-02,28.299999237060547,28.71333312988281,28.11400032043457,28.68400001525879,142981500,29.53400039672852,1,TSLA,0.02963325829792085,0.09017801233446265,0.2198670135677494,30.48013343811035,32.17853298187256,0.8651189139853757,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,29.36666679382324,30.26666641235352,29.12800025939941,29.53400039672852,266677500,30.1026668548584,1,TSLA,0.02963325829792085,0.09017801233446265,0.2198670135677494,30.48013343811035,32.17853298187256,0.8651189139853757,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,29.36466789245605,30.10400009155273,29.333332061767575,30.1026668548584,151995000,31.270666122436523,1,TSLA,0.01925463704513497,0.09017801233446265,0.2198670135677494,30.48013343811035,32.17853298187256,-0.4300419045476278,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,30.76000022888184,31.441999435424805,30.224000930786133,31.270666122436523,268231500,32.80933380126953,1,TSLA,0.03880052465815398,0.09017801233446265,0.2198670135677494,30.48013343811035,32.17853298187256,0.7647389716766999,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,31.57999992370605,33.232666015625,31.215333938598636,32.80933380126953,467164500,32.089332580566406,0,TSLA,0.04920482578812169,0.11090043206283084,0.2198670135677494,30.48013343811035,32.17853298187256,0.7416466746075685,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,33.13999938964844,33.25333404541016,31.524667739868164,32.089332580566406,426606000,31.87666702270508,0,TSLA,-0.021945011900097344,0.06599633631421509,0.2198670135677494,31.161199951171874,32.17853298187256,-0.086818454741317,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,32.11933135986328,32.3293342590332,31.57999992370605,31.87666702270508,194392500,34.990665435791016,1,TSLA,-0.006627297633174156,0.019379213026541775,0.2198670135677494,31.629733276367187,32.17853298187256,-0.5443277872322471,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,35.861331939697266,1,TSLA,0.0976889588509331,0.06648509377648737,0.2198670135677494,32.60733299255371,32.17853298187256,1.0461900536286124,0.039117847197651365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,36.28400039672852,36.49399948120117,34.99333190917969,35.861331939697266,434943000,34.56666564941406,0,TSLA,0.024882822120200876,0.11754683116766396,0.21423889273292018,33.52546615600586,32.17853298187256,0.09346999728482208,0.03915492174335905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,34.232666015625,0,TSLA,-0.03610201351305786,0.08438770040772936,0.1482924691051153,33.876932525634764,32.17853298187256,-0.40099737206944364,0.046326114281111025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,34.03333282470703,0,TSLA,-0.009662477636014799,-0.021662903826649704,0.09472135584164154,34.305599212646484,32.73339958190918,0.2514796646861037,0.04681393395253751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,36.47999954223633,1,TSLA,-0.005822894156913949,-0.050974099848385745,0.03730642721523769,34.736932373046876,33.18333282470703,-0.3729913004273878,0.04446243320024911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,37.97066879272461,1,TSLA,0.07189030619278935,0.05535199467104812,0.1368263721486358,35.03479919433594,33.82106609344483,0.30628581491074236,0.048568065274194314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,38.1259994506836,39.633331298828125,37.27333450317383,37.97066879272461,470535000,38.14666748046875,1,TSLA,0.04086264444061727,0.1091940305027208,0.19117437107458257,35.45666656494141,34.49106636047363,0.7619569185834245,0.04762371800513632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,37.61666870117188,38.79999923706055,37.040000915527344,38.14666748046875,294765000,37.654666900634766,0,TSLA,0.004635122144013071,0.12086194076107581,0.09019554230739324,36.17266693115234,35.02479972839355,-0.3735535082406197,0.03590369159389776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,37.20133209228516,0,TSLA,-0.012897603180825445,0.03220031176366689,0.05000748337939842,36.8570671081543,35.58133316040039,-0.269574067477482,0.0366438031028624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,36.13266754150391,37.62933349609375,35.95199966430664,37.20133209228516,204121500,37.79333114624024,1,TSLA,-0.012039272835579373,-0.0202613418435984,0.07621986076391374,37.49066696166992,36.1137996673584,-0.05193818972243902,0.032791690270977863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,37.89933395385742,38.45399856567383,37.2053337097168,37.79333114624024,176827500,38.732666015625,1,TSLA,0.015913383222044608,-0.009262574100592613,0.10401366720868399,37.753333282470706,36.39406623840332,-0.1337144788765514,0.03150602166791806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,42.72066879272461,1,TSLA,0.024854513769903663,0.028628565957970586,0.13808031129723553,37.90573272705078,36.681199645996095,0.510073376595835,0.030294110128706635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,43.37133407592773,1,TSLA,0.10296225866535558,0.14836395338606834,0.17107097940784977,38.820532989501956,37.496599960327146,0.6293963991798444,0.04003916050982388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.37133407592773,235789500,52.0,1,TSLA,0.015230690473505115,0.1475922539906196,0.14223255620501263,39.96386642456055,38.41046676635742,-0.45806169132274,0.039349585608396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,44.91266632080078,52.40933227539063,44.90133285522461,52.0,705975000,59.137332916259766,1,TSLA,0.19894859376394924,0.3425360386765752,0.3631597052776423,42.92360000610351,40.20713348388672,1.9940900676238762,0.07719816816710098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,48.97999954223633,0,TSLA,0.13725640223576474,0.38427919289341594,0.5705180203111253,47.19240036010742,42.47286682128906,0.2947795601827261,0.07844798851957754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,49.93066787719727,1,TSLA,-0.1717583947927872,0.1293173379562138,0.3166195076222509,49.24186706542969,43.57379989624023,-0.205369977748167,0.11880181270874696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.93066787719727,598212000,49.87133407592773,0,TSLA,0.01940931694254444,-0.03979484851543702,0.32115022314365316,50.68386688232422,44.75219993591308,-0.17642151173596454,0.11866053288363364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.87133407592773,255952500,51.41866683959961,1,TSLA,-0.001188323805631386,-0.15668611321131054,0.2875781402656177,51.98386688232422,45.973866653442386,-0.5721374696595856,0.11986181899639911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,51.62533187866211,1,TSLA,0.031026496329857656,0.04978904287780517,0.20360163575801238,51.86760025024414,47.395600128173825,0.4469012805110324,0.1169094446048216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,51.15266799926758,0,TSLA,0.004019260937028868,0.033940343150081764,0.19030998189459836,50.36520004272461,48.77880020141602,-0.5262098407400807,0.11726497077994633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,53.59999847412109,1,TSLA,-0.009155657933695438,0.025692794208974856,-0.0162948461679312,50.79973373413086,50.02080039978027,0.02778371446890371,0.09107490795443471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.59999847412109,394339500,53.33533477783203,0,TSLA,0.0478436525517798,0.04242295198601975,-0.09363517374007568,51.533599853515625,51.108733367919925,1.1866749844042421,0.07339495413791448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,52.4813346862793,54.198001861572266,52.36666870117188,53.33533477783203,235405500,57.22666549682617,1,TSLA,-0.00493775566834842,0.033123329903022025,0.08892068755206939,52.226399993896486,52.10513343811035,-0.40303849855264307,0.021104684160381446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,61.16133117675781,1,TSLA,0.0729597130158357,0.11874253553393466,0.14612257215491598,53.3879997253418,52.62779998779297,0.043839247596169084,0.03129912393877256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
